Name,Date of Birth,From,To,Flight Date,Flight Time,Booking Date,Class,Fare
Mr. MG99 MS13,1952-02-20,Hyderabad,Mumbai,2016-05-27,16:10,2016-05-15,Economy,4632.39
Dr. MG40 MS25,1960-12-05,Delhi,Patna,2016-03-16,15:00,2016-03-01,Economy,4707.9
Miss FG6 FS42,1998-07-06,Mumbai,Lucknow,2016-01-18,19:50,2016-01-12,Economy,5875.42
Mr. MG54 MS93,1955-05-01,Kolkata,Patna,2016-11-03,10:00,2016-10-04,Economy,2685.96
Miss FG95 FS38,1982-02-24,Delhi,Patna,2016-04-09,03:00,2016-04-03,Business,17085.65
Mrs. FG89 FS92,1972-09-27,Chennai,Lucknow,2016-03-27,08:40,2016-03-03,Business,28918.62
Dr. FG50 FS59,1950-08-07,Lucknow,Delhi,2016-06-09,20:00,2016-05-30,Economy,4188.09
Mr. MG74 MS22,1996-04-09,Mumbai,Lucknow,2016-06-22,16:50,2016-05-22,Economy,3548.74
Mrs. FG69 FS60,1959-12-16,Mumbai,Lucknow,2016-12-13,14:20,2016-11-24,Business,9245.26
Dr. FG47 FS16,1960-03-29,Mumbai,Patna,2016-09-28,17:50,2016-09-05,Economy,6904.61
Miss FG89 FS13,2003-03-25,Mumbai,Delhi,2016-04-14,00:20,2016-03-09,Economy,2651.57
Dr. MG49 MS88,1956-06-07,Hyderabad,Delhi,2016-12-27,20:40,2016-11-17,Economy,8545.87
Dr. MG34 MS31,1962-06-25,Mumbai,Kolkata,2016-05-09,20:20,2016-04-17,Business,16847.71
Dr. FG49 FS64,1950-05-02,Chennai,Lucknow,2016-06-18,19:40,2016-06-06,Business,44033.95
Dr. FG43 FS53,1959-10-30,Hyderabad,Patna,2016-01-22,13:00,2015-12-21,Economy,6722.04
Mr. MG39 MS41,1949-05-16,Chennai,Lucknow,2016-01-07,16:10,2015-12-16,Economy,6463.04
Mr. MG20 MS69,1971-02-19,Kolkata,Patna,2016-04-27,05:00,2016-03-23,Economy,3013.83
Miss FG63 FS80,1999-03-23,Mumbai,Lucknow,2016-08-11,19:50,2016-07-21,Economy,3758.16
Dr. FG33 FS25,1942-04-04,Mumbai,Delhi,2016-08-15,23:50,2016-07-25,Economy,3991.75
Dr. FG29 FS72,1958-08-01,Hyderabad,Lucknow,2016-06-13,01:10,2016-06-05,Business,22487.29
Miss FG49 FS16,1980-09-17,Mumbai,Kolkata,2016-08-06,07:50,2016-07-24,Business,17915.09
Dr. MG4 MS41,1967-10-01,Lucknow,Patna,2016-11-09,15:40,2016-11-07,Business,13513.61
Dr. FG39 FS97,1974-02-23,Mumbai,Delhi,2016-11-05,00:30,2016-10-14,Economy,7478.25
Mr. MG20 MS49,1994-10-21,Patna,Mumbai,2016-11-03,12:10,2016-10-19,Business,12168.55
Dr. MG60 MS32,1975-08-21,Chennai,Mumbai,2016-09-03,09:10,2016-07-26,Economy,10674.35
Mrs. FG88 FS47,1945-09-07,Patna,Kolkata,2016-07-24,13:30,2016-07-02,Economy,4108.76
Miss FG27 FS59,1984-03-17,Lucknow,Hyderabad,2016-08-25,07:10,2016-08-08,Business,13144.76
Mrs. FG4 FS36,1943-11-01,Lucknow,Kolkata,2016-02-20,19:30,2016-02-04,Business,14801.01
Mrs. FG32 FS61,1958-11-05,Chennai,Patna,2016-11-02,16:40,2016-10-29,Economy,11190.28
Mrs. FG45 FS1,1945-11-01,Kolkata,Mumbai,2016-07-26,19:00,2016-07-03,Economy,3587.18
Mrs. FG80 FS23,1971-01-02,Chennai,Delhi,2016-04-29,04:00,2016-04-21,Economy,8036.94
Mrs. FG16 FS85,1951-07-07,Patna,Hyderabad,2016-04-07,12:20,2016-03-11,Economy,4148.65
Dr. MG88 MS51,1976-04-23,Lucknow,Delhi,2016-05-07,10:40,2016-04-04,Economy,5381.39
Dr. MG82 MS86,1955-05-12,Chennai,Kolkata,2016-03-18,17:10,2016-03-12,Business,19788.97
Mrs. FG21 FS88,1987-03-27,Patna,Lucknow,2016-04-27,15:50,2016-04-04,Business,4773.72
Dr. MG15 MS42,1948-01-17,Patna,Mumbai,2016-04-29,01:10,2016-04-01,Economy,6967.89
Dr. FG74 FS34,1958-12-18,Chennai,Lucknow,2016-10-31,07:40,2016-10-04,Economy,9358.17
Mrs. FG66 FS26,1976-09-27,Mumbai,Kolkata,2016-01-01,00:20,2015-11-21,Economy,3967.98
Mr. MG38 MS12,1955-04-12,Chennai,Lucknow,2016-11-14,17:00,2016-11-08,Economy,8705.57
Dr. MG14 MS89,1958-04-23,Delhi,Mumbai,2016-08-08,08:20,2016-05-08,Business,10243.72
Mr. MG28 MS95,1993-08-09,Delhi,Patna,2016-07-30,13:40,2016-06-30,Economy,3872.13
Miss FG24 FS86,1985-06-04,Lucknow,Chennai,2016-03-02,11:50,2016-02-25,Economy,9649.97
Mr. MG85 MS2,1955-11-03,Lucknow,Mumbai,2016-12-27,11:30,2016-12-05,Economy,3574.16
Mrs. FG2 FS50,1984-01-14,Lucknow,Kolkata,2016-03-04,06:00,2016-03-02,Economy,6596.97
Dr. MG49 MS83,1953-12-14,Lucknow,Patna,2016-10-14,08:10,2016-09-18,Business,7061.59
Mr. MG89 MS54,1962-04-01,Delhi,Hyderabad,2016-11-17,16:10,2016-10-26,Economy,4966.53
Dr. MG33 MS17,1980-12-13,Delhi,Mumbai,2016-06-23,15:20,2016-06-09,Economy,5740.02
Dr. MG67 MS11,1970-02-10,Lucknow,Patna,2016-02-09,13:20,2016-01-25,Economy,3504.25
Dr. MG59 MS64,1963-08-30,Delhi,Mumbai,2016-03-28,04:00,2016-02-09,Business,10339.63
Dr. FG27 FS76,1977-12-06,Chennai,Lucknow,2016-02-26,00:30,2016-02-12,Business,32236.33
Miss FG58 FS52,1984-05-05,Patna,Delhi,2016-02-24,06:00,2016-01-30,Economy,3010.73
Mr. MG37 MS14,2003-10-12,Delhi,Lucknow,2016-03-08,19:10,2016-01-13,Economy,1749.14
Miss FG17 FS79,2005-12-29,Chennai,Hyderabad,2016-06-04,17:00,2016-05-01,Economy,2722.96
Miss FG54 FS30,1992-01-30,Chennai,Patna,2016-10-01,16:50,2016-08-30,Economy,10684.93
Dr. FG70 FS17,1970-12-31,Hyderabad,Patna,2016-05-23,11:40,2016-05-20,Economy,13649.29
Mr. MG15 MS10,1984-12-12,Kolkata,Delhi,2016-05-13,17:30,2016-03-31,Economy,2927.62
Mrs. FG14 FS7,1985-07-09,Patna,Mumbai,2016-06-09,12:30,2016-05-17,Economy,4544.44
Dr. MG51 MS87,1956-09-07,Kolkata,Hyderabad,2016-08-22,03:10,2016-08-09,Economy,5377.6
Dr. FG75 FS0,1985-11-13,Hyderabad,Mumbai,2016-06-15,18:30,2016-05-26,Business,16823.8
Miss FG61 FS46,1999-02-03,Lucknow,Hyderabad,2016-06-18,06:50,2016-05-30,Economy,7063.99
Dr. MG2 MS69,1972-07-02,Chennai,Mumbai,2016-03-25,23:40,2016-02-25,Economy,6531.3
Dr. FG14 FS54,1943-12-10,Lucknow,Hyderabad,2016-11-23,11:50,2016-10-27,Business,16881.15
Mrs. FG15 FS74,1940-10-05,Patna,Chennai,2016-09-13,00:40,2016-08-27,Business,18389.0
Miss FG47 FS5,2003-12-11,Delhi,Chennai,2016-05-03,03:20,2016-05-03,Economy,10030.6
Dr. FG34 FS94,1960-01-20,Chennai,Mumbai,2016-07-17,15:30,2016-06-29,Economy,8610.93
Dr. MG94 MS15,1960-03-02,Lucknow,Mumbai,2016-04-12,15:20,2016-04-07,Business,20545.01
Mrs. FG49 FS72,1953-01-26,Lucknow,Hyderabad,2016-12-17,18:40,2016-12-07,Economy,7835.35
Dr. MG15 MS6,1953-06-14,Delhi,Chennai,2016-08-02,19:50,2016-07-01,Economy,8276.63
Dr. FG85 FS83,1945-02-23,Patna,Kolkata,2016-06-15,06:40,2016-06-08,Business,14026.04
Mr. MG11 MS39,1981-10-13,Hyderabad,Mumbai,2016-08-21,07:30,2016-07-27,Economy,6756.6
Dr. FG22 FS58,1951-02-23,Kolkata,Lucknow,2016-08-15,05:30,2016-08-06,Economy,6704.2
Mrs. FG56 FS2,1970-08-17,Chennai,Hyderabad,2016-02-14,06:30,2016-01-16,Economy,3617.77
Mr. MG73 MS70,1999-05-10,Hyderabad,Lucknow,2016-06-16,19:40,2016-06-10,Economy,7002.69
Mr. MG64 MS67,2003-07-07,Lucknow,Chennai,2016-07-21,03:50,2016-06-03,Economy,5899.17
Mr. MG32 MS45,1995-09-10,Hyderabad,Lucknow,2016-10-14,18:20,2016-10-06,Economy,5875.39
Dr. MG80 MS83,1937-12-16,Delhi,Mumbai,2016-10-04,03:10,2016-09-15,Economy,4135.43
Miss FG23 FS24,2000-05-30,Lucknow,Delhi,2016-12-01,23:40,2016-10-22,Economy,1663.0
Dr. MG56 MS10,1940-05-29,Mumbai,Hyderabad,2016-07-01,17:00,2016-05-17,Economy,6006.02
Dr. MG38 MS48,1955-12-17,Lucknow,Delhi,2016-07-04,16:00,2016-07-01,Economy,4406.99
Miss FG76 FS23,1999-04-16,Lucknow,Chennai,2016-02-20,23:50,2016-01-26,Economy,9197.33
Mr. MG27 MS37,1965-09-09,Patna,Hyderabad,2016-07-10,15:40,2016-07-07,Economy,12212.28
Mr. MG45 MS36,1978-04-07,Mumbai,Lucknow,2016-10-05,10:40,2016-09-30,Business,17271.85
Mrs. FG63 FS46,1962-09-11,Mumbai,Lucknow,2016-06-10,18:10,2016-05-23,Economy,3977.66
Miss FG94 FS6,1997-11-24,Hyderabad,Chennai,2016-03-04,08:40,2016-02-09,Economy,1851.88
Miss FG9 FS81,2005-05-07,Patna,Mumbai,2016-10-31,15:00,2016-10-28,Economy,7383.83
Dr. FG54 FS54,1982-12-16,Mumbai,Hyderabad,2016-06-07,14:10,2016-05-03,Economy,6902.12
Mr. MG12 MS38,1996-08-09,Patna,Lucknow,2016-05-19,14:50,2016-05-04,Economy,1957.19
Dr. MG71 MS29,1936-07-19,Delhi,Mumbai,2016-02-29,08:30,2016-02-02,Economy,4380.12
Dr. MG44 MS0,1984-02-02,Kolkata,Patna,2016-04-28,23:20,2016-03-21,Economy,4635.33
Dr. MG78 MS78,1967-11-01,Chennai,Patna,2016-09-14,06:30,2016-08-04,Economy,11684.44
Mr. MG14 MS99,1976-11-11,Kolkata,Delhi,2016-09-22,09:50,2016-08-23,Economy,3293.75
Dr. MG51 MS30,1946-07-19,Hyderabad,Delhi,2016-10-22,16:20,2016-10-09,Economy,12795.53
Dr. FG77 FS63,1985-03-22,Delhi,Lucknow,2016-04-17,17:00,2016-03-13,Business,10862.57
Dr. MG7 MS69,1962-09-18,Chennai,Patna,2016-05-20,22:40,2016-04-22,Economy,10966.12
Mr. MG85 MS41,1982-07-11,Patna,Chennai,2016-06-11,18:50,2016-05-27,Economy,13355.51
Dr. FG68 FS21,1972-08-15,Mumbai,Hyderabad,2016-12-29,04:10,2016-12-17,Business,21306.34
Mr. MG2 MS38,1954-10-22,Delhi,Mumbai,2016-03-05,15:00,2016-02-25,Business,12670.03
Dr. MG36 MS40,1967-09-20,Hyderabad,Mumbai,2016-03-16,20:10,2016-03-09,Economy,11103.32
Mrs. FG29 FS61,1967-10-15,Lucknow,Delhi,2016-10-05,13:00,2016-09-27,Economy,2377.73
Mrs. FG83 FS96,1966-08-04,Kolkata,Mumbai,2016-08-29,18:10,2016-08-15,Economy,4169.32
Dr. MG18 MS80,1974-08-08,Kolkata,Mumbai,2016-08-13,14:00,2016-06-09,Economy,9345.17
Mr. MG24 MS54,1977-10-30,Mumbai,Delhi,2016-12-02,14:00,2016-11-18,Economy,3210.0
Dr. FG59 FS10,1946-09-04,Mumbai,Hyderabad,2016-12-11,18:10,2016-10-30,Economy,8704.11
Dr. MG94 MS64,1951-03-01,Lucknow,Patna,2016-01-04,07:50,2015-11-28,Economy,2504.09
Dr. FG64 FS46,1935-11-26,Hyderabad,Kolkata,2016-02-16,08:10,2016-01-15,Economy,4513.58
Miss FG83 FS51,2002-07-25,Kolkata,Mumbai,2016-05-09,17:00,2016-05-04,Economy,5540.66
Mrs. FG66 FS3,1989-01-11,Delhi,Hyderabad,2016-07-11,08:00,2016-07-01,Economy,6548.28
Mr. MG91 MS41,2001-06-28,Hyderabad,Lucknow,2016-01-03,18:00,2015-12-20,Business,18226.06
Mrs. FG49 FS0,1956-12-22,Mumbai,Delhi,2016-09-12,05:40,2016-08-16,Economy,2955.43
Dr. FG92 FS58,1944-04-11,Hyderabad,Mumbai,2016-01-24,19:00,2015-12-29,Economy,9693.91
Mr. MG94 MS92,1949-04-03,Mumbai,Delhi,2016-08-07,20:10,2016-07-19,Business,12016.69
Dr. MG94 MS96,1977-08-30,Hyderabad,Lucknow,2016-07-27,17:40,2016-07-26,Business,38434.06
Miss FG83 FS42,1990-10-26,Delhi,Patna,2016-05-15,16:00,2016-05-10,Economy,6199.98
Dr. MG30 MS2,1974-05-11,Kolkata,Lucknow,2016-06-19,19:20,2016-06-06,Economy,11874.47
Dr. MG87 MS35,1967-10-17,Mumbai,Lucknow,2016-04-24,22:40,2016-04-20,Economy,14726.47
Mr. MG60 MS35,1946-06-06,Mumbai,Kolkata,2016-03-07,20:30,2016-02-11,Business,10709.06
Dr. MG69 MS19,1958-05-13,Mumbai,Hyderabad,2016-03-18,08:50,2016-02-28,Business,16543.26
Dr. MG10 MS7,1954-05-05,Chennai,Mumbai,2016-10-17,07:30,2016-09-28,Economy,6115.73
Dr. MG46 MS76,1951-01-23,Lucknow,Chennai,2016-09-05,02:20,2016-08-21,Business,25564.24
Mr. MG0 MS85,1978-03-24,Hyderabad,Lucknow,2016-04-01,09:30,2016-03-26,Economy,8580.84
Dr. FG33 FS94,1941-10-15,Kolkata,Mumbai,2016-10-25,19:40,2016-10-25,Economy,11177.92
Miss FG31 FS20,1988-03-06,Mumbai,Delhi,2016-05-26,16:00,2016-05-23,Business,12019.68
Mr. MG77 MS51,1977-06-24,Hyderabad,Chennai,2016-11-05,03:30,2016-09-17,Business,7915.38
Mrs. FG27 FS0,1968-04-18,Patna,Lucknow,2016-01-04,18:40,2015-12-30,Business,8273.55
Dr. FG62 FS23,1977-06-20,Lucknow,Delhi,2016-09-13,16:10,2016-08-22,Economy,3415.62
Miss FG30 FS89,2001-12-16,Patna,Chennai,2016-08-06,07:30,2016-06-10,Economy,10066.57
Mr. MG37 MS34,1979-04-16,Mumbai,Patna,2016-01-01,02:20,2015-12-24,Economy,6843.63
Dr. FG46 FS83,1959-02-01,Mumbai,Hyderabad,2016-09-04,21:50,2016-08-17,Economy,10226.94
Mr. MG70 MS15,1952-12-01,Hyderabad,Delhi,2016-06-28,08:30,2016-05-25,Business,12319.48
Mr. MG25 MS86,1956-06-04,Mumbai,Delhi,2016-07-02,01:00,2016-05-28,Economy,4154.28
Dr. MG20 MS91,1945-12-12,Chennai,Hyderabad,2016-03-26,20:10,2016-03-06,Economy,5030.55
Miss FG24 FS7,2001-12-24,Delhi,Lucknow,2016-11-09,06:50,2016-11-06,Economy,2790.05
Dr. FG9 FS99,1946-10-05,Delhi,Hyderabad,2016-08-08,18:40,2016-07-13,Economy,7176.45
Miss FG71 FS80,1996-08-07,Patna,Mumbai,2016-03-03,09:10,2016-02-28,Economy,7480.06
Dr. MG70 MS38,1984-05-09,Patna,Mumbai,2016-11-21,13:20,2016-10-29,Business,18844.18
Dr. FG4 FS34,1936-01-31,Chennai,Mumbai,2016-08-08,16:50,2016-07-24,Business,14608.05
Dr. FG40 FS47,1978-03-26,Lucknow,Kolkata,2016-08-09,15:00,2016-07-15,Economy,6372.78
Mr. MG87 MS57,1967-07-20,Kolkata,Mumbai,2016-09-02,06:40,2016-07-23,Economy,3618.38
Miss FG61 FS54,2001-12-01,Patna,Lucknow,2016-10-17,08:50,2016-10-09,Economy,2708.09
Mrs. FG68 FS99,1956-11-18,Lucknow,Kolkata,2016-05-08,14:30,2016-05-08,Business,25940.9
Mr. MG29 MS67,1947-03-26,Chennai,Lucknow,2016-03-31,13:30,2016-03-28,Business,25710.2
Miss FG87 FS20,1992-09-13,Kolkata,Mumbai,2016-05-06,16:30,2016-05-02,Economy,5901.69
Dr. FG37 FS1,1937-07-22,Chennai,Delhi,2016-01-06,19:30,2015-12-24,Business,24565.88
Mr. MG90 MS47,1950-06-19,Lucknow,Patna,2016-09-13,05:10,2016-08-09,Economy,1743.35
Dr. MG54 MS48,1961-11-07,Mumbai,Chennai,2016-12-27,19:50,2016-12-14,Economy,6188.08
Dr. MG45 MS14,1972-09-21,Hyderabad,Chennai,2016-07-04,17:10,2016-06-19,Business,9114.71
Miss FG26 FS2,1993-04-12,Lucknow,Chennai,2016-01-17,08:30,2016-01-14,Economy,16518.92
Mr. MG81 MS20,1962-03-30,Mumbai,Hyderabad,2016-06-06,08:10,2016-05-30,Economy,5951.11
Dr. FG34 FS32,1980-11-22,Kolkata,Chennai,2016-06-02,18:20,2016-04-25,Economy,6259.92
Dr. FG87 FS24,1965-04-20,Delhi,Lucknow,2016-12-21,21:40,2016-10-29,Business,7733.32
Dr. MG85 MS68,1966-03-02,Hyderabad,Kolkata,2016-09-16,16:40,2016-08-12,Economy,5182.76
Dr. MG39 MS92,1983-03-06,Chennai,Lucknow,2016-05-04,18:30,2016-04-11,Economy,10999.06
Dr. MG86 MS14,1976-05-18,Lucknow,Mumbai,2016-08-04,00:00,2016-07-16,Economy,6714.09
Mr. MG74 MS50,1961-03-09,Mumbai,Hyderabad,2016-03-24,13:20,2016-03-14,Business,12345.77
Dr. FG65 FS6,1970-10-06,Kolkata,Mumbai,2016-04-18,10:30,2016-02-29,Economy,6691.66
Dr. MG11 MS26,1958-06-12,Patna,Mumbai,2016-05-15,16:40,2016-05-03,Economy,11930.96
Mr. MG5 MS74,1973-06-18,Kolkata,Delhi,2016-12-14,20:10,2016-12-07,Economy,5206.79
Miss FG18 FS45,1982-11-23,Patna,Mumbai,2016-09-15,11:20,2016-09-02,Economy,5983.89
Mr. MG87 MS9,2005-09-24,Patna,Mumbai,2016-05-04,14:40,2016-04-07,Economy,4129.61
Dr. MG81 MS21,1957-09-06,Hyderabad,Mumbai,2016-05-05,14:00,2016-04-19,Economy,6568.51
Dr. FG95 FS69,1979-12-07,Mumbai,Delhi,2016-04-26,08:50,2016-04-14,Economy,5854.98
Mrs. FG45 FS73,1942-01-10,Lucknow,Chennai,2016-06-12,13:50,2016-06-09,Economy,15513.51
Mr. MG83 MS16,1976-11-30,Mumbai,Chennai,2016-08-19,12:50,2016-08-08,Economy,5281.44
Dr. MG27 MS20,1935-08-04,Kolkata,Hyderabad,2016-09-06,19:30,2016-08-21,Business,13292.74
Dr. MG25 MS35,1939-08-27,Lucknow,Mumbai,2016-07-01,04:30,2016-06-15,Economy,5686.73
Mrs. FG22 FS49,1971-08-30,Delhi,Mumbai,2016-09-20,03:30,2016-08-31,Business,7928.08
Mrs. FG34 FS86,1967-10-26,Delhi,Lucknow,2016-12-19,13:50,2016-12-18,Economy,3897.07
Dr. MG85 MS7,1940-12-24,Mumbai,Lucknow,2016-12-20,00:10,2016-12-12,Economy,6982.63
Dr. MG65 MS32,1960-05-28,Hyderabad,Chennai,2016-02-24,04:20,2016-02-13,Business,8252.68
Dr. FG45 FS37,1963-10-05,Delhi,Chennai,2016-09-05,16:30,2016-08-29,Economy,11861.72
Mr. MG51 MS32,1962-08-14,Hyderabad,Lucknow,2016-07-01,02:00,2016-06-21,Economy,6146.87
Mrs. FG80 FS17,1982-04-30,Mumbai,Lucknow,2016-06-05,00:00,2016-04-29,Business,15110.88
Mr. MG98 MS13,1948-11-25,Patna,Kolkata,2016-02-26,16:50,2016-01-31,Business,6126.97
Miss FG86 FS87,1998-10-27,Delhi,Kolkata,2016-02-09,03:20,2016-01-16,Business,6490.07
Mrs. FG17 FS51,1952-07-15,Mumbai,Chennai,2016-10-26,15:30,2016-10-13,Economy,3889.02
Dr. MG95 MS33,1956-11-02,Lucknow,Hyderabad,2016-01-16,17:20,2016-01-03,Business,28612.69
Miss FG0 FS72,1984-12-09,Hyderabad,Patna,2016-03-12,11:30,2016-01-27,Economy,6910.28
Mr. MG35 MS23,1974-02-23,Delhi,Chennai,2016-09-09,16:10,2016-09-07,Economy,11513.81
Dr. MG53 MS64,1973-02-10,Kolkata,Patna,2016-07-29,18:20,2016-07-29,Business,24225.96
Dr. MG36 MS58,1959-05-12,Patna,Lucknow,2016-02-22,02:00,2016-01-29,Economy,2523.89
Mrs. FG10 FS33,1953-10-14,Lucknow,Delhi,2016-09-07,10:30,2016-08-20,Economy,1795.71
Mr. MG68 MS63,1997-01-26,Patna,Lucknow,2016-01-30,00:20,2016-01-08,Economy,2684.33
Mr. MG64 MS69,2004-04-28,Patna,Delhi,2016-03-16,03:10,2016-02-22,Economy,2092.96
Mr. MG25 MS95,1988-12-12,Kolkata,Mumbai,2016-02-09,13:40,2016-02-06,Business,15523.82
Mr. MG95 MS4,1988-07-05,Chennai,Delhi,2016-09-14,19:30,2016-09-01,Economy,7054.23
Dr. MG62 MS51,1983-05-10,Lucknow,Mumbai,2016-07-04,15:40,2016-05-08,Business,15142.71
Mr. MG26 MS48,1981-02-28,Patna,Kolkata,2016-08-06,19:50,2016-07-13,Economy,4787.69
Mr. MG34 MS76,1947-08-21,Patna,Delhi,2016-04-05,19:00,2016-04-03,Economy,5038.94
Mr. MG92 MS6,1972-08-05,Mumbai,Lucknow,2016-06-16,15:10,2016-06-09,Economy,6248.47
Mr. MG10 MS86,1985-03-05,Lucknow,Mumbai,2016-10-14,08:20,2016-08-24,Economy,3803.59
Mr. MG49 MS51,1945-12-25,Patna,Hyderabad,2016-12-14,18:40,2016-12-01,Economy,5156.19
Dr. FG94 FS66,1975-07-25,Delhi,Lucknow,2016-09-03,07:50,2016-08-31,Economy,8153.24
Mrs. FG33 FS81,1947-09-30,Kolkata,Lucknow,2016-08-08,15:20,2016-07-23,Business,9484.85
Mr. MG10 MS66,1947-03-24,Chennai,Kolkata,2016-12-29,22:50,2016-11-23,Business,8281.81
Dr. MG14 MS66,1935-04-06,Delhi,Patna,2016-02-07,11:30,2016-01-26,Economy,6974.04
Dr. MG83 MS32,1938-03-01,Hyderabad,Lucknow,2016-10-05,08:30,2016-09-16,Business,17699.51
Mrs. FG9 FS46,1965-06-27,Hyderabad,Mumbai,2016-01-07,08:50,2015-12-12,Economy,4211.53
Mrs. FG34 FS83,1973-05-25,Hyderabad,Kolkata,2016-04-16,11:00,2016-03-10,Economy,5286.44
Dr. FG34 FS40,1957-06-26,Lucknow,Patna,2016-03-23,14:50,2016-03-15,Business,9156.53
Miss FG68 FS67,1983-01-13,Chennai,Delhi,2016-07-26,01:30,2016-07-24,Economy,10463.83
Mrs. FG28 FS62,1947-08-23,Hyderabad,Lucknow,2016-03-16,11:00,2016-03-06,Economy,5811.59
Dr. FG12 FS99,1968-01-07,Delhi,Lucknow,2016-03-30,19:30,2016-03-15,Economy,3598.35
Mr. MG15 MS13,1957-07-19,Hyderabad,Mumbai,2016-11-14,15:10,2016-11-11,Economy,6795.29
Dr. FG9 FS4,1940-08-24,Lucknow,Delhi,2016-08-22,16:40,2016-08-01,Business,6818.19
Mr. MG94 MS20,1981-01-29,Hyderabad,Chennai,2016-04-28,08:30,2016-04-19,Business,6709.05
Mrs. FG49 FS85,1971-12-16,Lucknow,Patna,2016-02-02,01:30,2016-01-20,Economy,2262.03
Miss FG98 FS91,1996-09-20,Patna,Lucknow,2016-01-09,15:40,2015-12-10,Economy,2609.52
Mr. MG43 MS85,1971-06-09,Delhi,Lucknow,2016-06-29,16:00,2016-06-04,Economy,2088.66
Mrs. FG25 FS39,1947-06-27,Chennai,Hyderabad,2016-10-09,07:20,2016-09-14,Economy,2373.31
Mr. MG52 MS35,1996-01-03,Delhi,Chennai,2016-03-12,20:30,2016-02-19,Economy,9843.23
Mr. MG45 MS44,1978-11-27,Hyderabad,Mumbai,2016-05-23,18:10,2016-04-21,Business,11649.76
Miss FG43 FS81,2000-03-14,Mumbai,Hyderabad,2016-03-14,21:10,2016-03-06,Economy,5596.27
Dr. FG29 FS32,1938-07-30,Mumbai,Hyderabad,2016-03-25,14:20,2016-03-13,Business,17843.66
Mr. MG29 MS91,1983-08-06,Hyderabad,Lucknow,2016-05-16,17:00,2016-04-06,Economy,5050.4
Mr. MG67 MS31,1983-11-05,Lucknow,Kolkata,2016-06-15,14:10,2016-05-07,Economy,4030.58
Dr. MG68 MS41,1936-08-05,Mumbai,Lucknow,2016-07-06,04:10,2016-07-02,Economy,8799.96
Mr. MG87 MS34,1986-09-16,Chennai,Lucknow,2016-02-05,03:30,2016-01-19,Economy,7218.09
Miss FG97 FS22,2001-10-06,Lucknow,Mumbai,2016-02-16,13:40,2016-01-31,Economy,3805.96
Miss FG0 FS31,1996-11-17,Delhi,Patna,2016-01-27,22:30,2016-01-08,Economy,2563.64
Dr. FG58 FS73,1969-04-22,Hyderabad,Mumbai,2016-12-09,03:10,2016-12-01,Economy,9310.63
Mrs. FG46 FS5,1972-12-15,Hyderabad,Delhi,2016-10-11,14:20,2016-09-29,Economy,6470.8
Miss FG63 FS35,2000-08-20,Delhi,Lucknow,2016-07-13,22:20,2016-06-24,Economy,1804.72
Mr. MG26 MS71,1961-11-19,Hyderabad,Mumbai,2016-03-11,20:10,2016-03-01,Business,14978.02
Mr. MG2 MS80,1947-02-08,Chennai,Patna,2016-08-08,15:00,2016-07-28,Economy,8616.81
Miss FG89 FS93,2004-11-16,Kolkata,Lucknow,2016-07-25,04:30,2016-07-23,Economy,6133.17
Miss FG52 FS32,1983-12-25,Delhi,Chennai,2016-10-03,16:00,2016-08-30,Economy,5778.89
Mr. MG52 MS13,1952-10-25,Mumbai,Kolkata,2016-05-15,18:10,2016-04-26,Economy,5349.1
Miss FG61 FS26,2004-10-06,Lucknow,Mumbai,2016-09-07,08:30,2016-09-06,Economy,6836.95
Mr. MG80 MS79,1962-09-04,Patna,Mumbai,2016-03-07,11:20,2016-03-05,Business,20383.67
Dr. MG14 MS23,1958-12-24,Delhi,Hyderabad,2016-09-27,06:40,2016-08-03,Economy,7327.98
Dr. MG91 MS81,1983-07-10,Delhi,Patna,2016-07-13,20:30,2016-06-20,Economy,5731.74
Dr. MG53 MS44,1940-04-12,Patna,Hyderabad,2016-08-28,13:20,2016-08-08,Economy,10226.62
Mrs. FG60 FS0,1990-03-11,Patna,Chennai,2016-07-01,14:40,2016-06-18,Economy,8083.87
Mr. MG61 MS27,1978-01-17,Lucknow,Chennai,2016-10-05,16:20,2016-09-14,Economy,7806.88
Mr. MG22 MS28,2005-01-31,Chennai,Delhi,2016-02-12,14:10,2016-02-08,Economy,8168.41
Dr. MG19 MS9,1957-04-19,Delhi,Hyderabad,2016-07-19,15:20,2016-07-15,Economy,11429.66
Mrs. FG40 FS28,1964-04-24,Chennai,Kolkata,2016-08-13,15:20,2016-06-27,Economy,5434.62
Mrs. FG91 FS99,1944-04-14,Delhi,Chennai,2016-09-24,00:10,2016-09-07,Economy,8244.73
Mr. MG9 MS45,1980-05-25,Kolkata,Hyderabad,2016-07-10,22:50,2016-06-19,Economy,5788.97
Mrs. FG49 FS68,1974-10-24,Lucknow,Mumbai,2016-06-15,01:00,2016-05-31,Business,11673.04
Dr. FG81 FS7,1952-11-29,Lucknow,Mumbai,2016-02-10,09:30,2016-01-15,Economy,6107.88
Dr. MG70 MS53,1956-07-17,Delhi,Kolkata,2016-02-19,07:30,2016-01-14,Economy,4089.62
Dr. FG40 FS28,1981-04-17,Hyderabad,Chennai,2016-03-09,18:30,2016-02-07,Economy,2782.24
Mrs. FG20 FS29,1951-02-11,Mumbai,Delhi,2016-03-22,20:50,2016-03-22,Economy,5864.42
